,Cod_UNb_PDV,Cod UNB,Cod Pdv,Nome Fantasia
4157,71_59089,71,59089,BK BARRIS
4158,71_59090,71,59090,BK HORTO BELA VISTA
4159,71_59408,71,59408,BOBS SALV BA
4160,71_60078,71,60078,PIZZA HUT BA BR
4161,71_62146,71,62146,CLUB MED BRASIL S/A
4162,71_63547,71,63547,PIZ HUT
4163,71_65151,71,65151,BK CAJAZEIRAS
4164,71_65821,71,65821,BK SALVADOR
4165,71_66762,71,66762,DETROIT STH
4166,71_70460,71,70460,PIZZA HUT - SALVADOR
4167,71_70676,71,70676,DFA RESTAURANTE EIRE
4168,71_71875,71,71875,FILIAL DRIVE LAURO F
4169,71_73943,71,73943,SSP DFA SALVADOR
4170,71_74112,71,74112,CAMARADA CAMARAO.
4171,71_74486,71,74486,VIVENDA DO CAMARAO -
4172,71_75979,71,75979,VIVENDA PARK SHOPPIN
4173,71_85359,71,85359,PIZZA HUT BAHIA BR
4174,71_85360,71,85360,PH PIZZ HUT
4175,71_85361,71,85361,PIZZA HUT.
4176,71_89054,71,89054,BK SHOPPING DA BAHIA
4177,71_75666,71,75666,PIZZA HUT  PARQ SHOP
4178,71_76481,71,76481,BOBS CABULA
4179,71_76510,71,76510,BK PARQUE SHOPPING B
4180,71_79471,71,79471,GRAN SAPORE BR BRASI
4181,71_80257,71,80257,OUTBACK PQ SHOP BAHI
4182,71_58628,71,58628,DJR COMERCIO VAREJIS
4183,71_41313,71,41313,DIVINO FOGAO - FAZ P
4184,71_31262,71,31262,ANSERVE BA
4185,71_76543,71,76543,HOTEL FASANO SALVADO
4186,71_48834,71,48834,QUALITY HOTEL E SUIT
4187,71_17686,71,17686,SODEXO HOSPITAL S R
4188,71_7652,71,7652,CROASONHO PARALELA S
4189,71_8090,71,8090,CROASONHO-
4190,71_8477,71,8477,CROASONHO BELA VISTA
4191,71_11597,71,11597,DIVINO FOGAO - BARRA
4192,71_11746,71,11746,MARKET SALVADOR COM
4193,71_15619,71,15619,SMARKET MERC
4194,71_22797,71,22797,RAG COMERCIO
4195,71_4943,71,4943,DETROIT SALVADOR NOR
4196,242_31363,242,31363,P MARKET
4197,71_22092,71,22092,GRUPO GENNIUS 2035
4198,71_22096,71,22096,HABIBS DEMANDO
4199,71_22098,71,22098,HABIBS DIC SETE
4200,71_34705,71,34705,HMJV COMERCIO DE ALI
4201,763_45095,763,45095,JIN JIN CHINESE SHOP
4202,763_73285,763,73285,AGUA DOCE CACHAC SAO
4203,763_73602,763,73602,CACHACARIA         2
4204,763_75449,763,75449,GRILETTO SAO CARLOS
4205,763_76443,763,76443,DIVINO FOGAO(ALBERTO
4206,763_78260,763,78260,DIVINO FOGAO LTDA ME
4207,763_78565,763,78565,CACHACARIA AGUA DOCE
4208,763_78630,763,78630,SPAGHETTI PRIMO
4209,763_79858,763,79858,JIN JIN WOK ARARAQ
4210,763_80022,763,80022,GRILETTO ARARAQUARA
4211,763_80040,763,80040,BK FILIAL SHOP JARAG
4212,763_80054,763,80054,BK - FILIAL PASSEIO
4213,763_80450,763,80450,JIN JIN SAO CARLOS
4214,763_80626,763,80626,HOTEL IBIS
4215,763_82431,763,82431,SODEXO ISMS INFOCOM
4216,763_82617,763,82617,BURGER KING SAO CARL
4217,763_82659,763,82659,SAPORE - OWENS LANCH
4218,763_98911,763,98911,STEAKHOUSE ARARAQUAR
4219,763_98965,763,98965,FILIAL BEST CENTER A
4220,763_99262,763,99262,MONTANA JARAGUA
4221,763_83064,763,83064,SODEXO ISMS INFOCOM
4222,763_83979,763,83979,PEPSICO ITU
4223,763_82774,763,82774,FABBRI RANTIN & RAST
4224,763_83528,763,83528,BOLO NO POTE BY MONI
4225,763_71796,763,71796,HABIBS - Centro
4226,763_84754,763,84754,A E A CONVENIENCIA A
4227,763_84804,763,84804,ARARAQUARA TAKEN AND
4228,763_74373,763,74373,HABIBµS PARQUE ARNOL
4229,763_85400,763,85400,CR2579 - CONDOMINIO
4230,902_16453,902,16453,GRILLETO BAURU
4231,902_16454,902,16454,GRILETTO AGUDOS
4232,902_16845,902,16845,JIM WOK BAURU
4233,902_17456,902,17456,JIN JIN BOULEVARD P3
4234,902_18352,902,18352,GRILETTO BAURU
4235,902_54890,902,54890,AGUA DOCE CACHACARIA
4236,902_82454,902,82454,MONTANA GRILL EXPRES
4237,902_82482,902,82482,CACHACARIA A D AGUDO
4238,902_83140,902,83140,CLUB TIME
4239,902_83154,902,83154,BK- FILIAL SHOPPING
4240,902_83310,902,83310,DIVINO FOGAO AGUDOS
4241,902_83516,902,83516,DIVINO FOGAO AG SP
4242,902_83540,902,83540,BK FILIAL SHOOPING N
4243,902_98996,902,98996,CHOPP TIME FEST LP
4244,902_99550,902,99550,FILIAL DRIVE BAURU
4245,902_99684,902,99684,PIZZA HUT BAURU
4246,902_18852,902,18852,OUTBACK STEAKHOUSE R
4247,902_16352,902,16352,COMFORT HOTEL BAURU
4248,902_19209,902,19209,REIS COMERCIO VAREJI
4249,902_19623,902,19623,G P DOS SANTOS
4250,902_19650,902,19650,COM BARROS UMBELINO
4251,902_18382,902,18382,GRILETTO OURINHOS PL
4252,902_19767,902,19767,L M MARKET CONVENIEN
4253,902_19886,902,19886,FS BAURU - AV. NACOE
4254,902_19116,902,19116,SALT MARKET PANIF
4255,902_18817,902,18817,IBIS STYLES BAURU
4256,902_19913,902,19913,LM REPRESENTACOES
4257,902_19951,902,19951,NOVOTEL LENCOIS PAUL
4258,902_20115,902,20115,GUARNICAO COM 86
4259,902_11979,902,11979,HABIBS BAURU 28 MINU
4260,902_20271,902,20271,RAGAZZO BAURU RAG
4261,509000_15216,509000,15216,BK FILIAL CASCAVEL
4262,772003_31350,772003,31350,BURGUER KING
4263,772003_31568,772003,31568,10 PASTEIS P D MINAS
4264,242_34203,242,34203,ABIB E CRUZ MARKET L
4265,130000_29475,130000,29475,JIN JIN WOK
4266,130000_30581,130000,30581,MONTANA GRILL
4267,130000_33268,130000,33268,GRILETTO CATARINA
4268,130000_31250,130000,31250,MONTANA TAMBORE
4269,130000_29809,130000,29809,MONTANA IGUATEMI
4270,130000_33269,130000,33269,GRILETTO TAMBORE
4271,130000_27074,130000,27074,JIN JIN WOK
4272,130000_33171,130000,33171,ORIENTAL BARUERI
4273,1674005_15596,1674005,15596,QUERO PIZZA IBITURUN
4274,1674005_10345,1674005,10345,QUERO PIZZA AVENIDA
4275,1674005_10395,1674005,10395,QUERO PIZZA LAGOA
4276,1674005_2325,1674005,2325,MONTANA GRILL
4277,1674005_3637,1674005,3637,BK BRASIL OPERACAO
4278,1541005_20651,1541005,20651,HOTEL IBIS STYLES
4279,1541005_23045,1541005,23045,GRILETTO UMUARAMA
4280,1541005_22399,1541005,22399,CACHACARIA AGUA DOCE
4281,1541005_23236,1541005,23236,CROASONHO UMUARAMA
4282,1541005_23347,1541005,23347,BURGER KING UMUARAMA
4283,812048_106803,812048,106803,CHOPP TIME
4284,878910_583,878910,583,IBIS HOTEL ARAPIRACA
4285,878910_707,878910,707,BKING ARAPIRACA
4286,878910_501,878910,501,GRILETTO ARAP
4287,878910_20004,878910,20004,DIVINO FOGAO ARAPI
4288,338346_6098,338346,6098,BURGER KING
4289,340120_4566,340120,4566,SAPORE SERGIPE
4290,226009_1084,226009,1084,HOTEL IBIS
4291,226009_97842,226009,97842,GRILETTO NOVO SHOPP
4292,226009_97841,226009,97841,GRILETTO SHOPP IGUAT
4293,226009_97844,226009,97844,GRILETTO ST URSULA
4294,226009_6381,226009,6381,GUILHERME FERREIRA G
4295,1889001_74031,1889001,74031,BK PATIO DIVINOPOLIS
4296,722740_1754,722740,1754,BK BRASIL OPERACOES
4297,868132_2849,868132,2849,BURGUER KING
4298,868132_2851,868132,2851,GRILETTO
4299,868132_2857,868132,2857,DIVINO FOGAO
4300,734004_6475,734004,6475,DIVINO FOGAO
4301,734004_4562,734004,4562,VIVENDA DO CAMAR EXP
4302,734004_2733,734004,2733,BK FILIAL SHOP S
4303,734004_4565,734004,4565,BURGUER KING
4304,734004_6718,734004,6718,BOB S
4305,734004_9043,734004,9043,BOB S BURGUER
4306,734004_9079,734004,9079,BURGUER KING
4307,120006_16088,120006,16088,AGUA DOCE CACHACARIA
4308,120006_12218,120006,12218,BK - FILIAL BIG BOM
4309,120006_14845,120006,14845,FILIAL DRIVE ARARAS
4310,120006_15169,120006,15169,GRILETTO
4311,120006_16572,120006,16572,BOB'S
4312,120006_17038,120006,17038,PASTEL DO LEME
4313,120006_17025,120006,17025,BURGER KING LEME
4314,120006_22393,120006,22393,SUKAO
4315,120006_17673,120006,17673,GISELE BEBIDAS
4316,867284_3317,867284,3317,DIVINO BARRETOS
4317,867284_3096,867284,3096,AGUA DOCE CACHACARIA
4318,867284_3185,867284,3185,CACHACARIA AGUA DOCE
4319,867284_3175,867284,3175,AGUA DOCE CACHACARIA
4320,867284_1135,867284,1135,BK BEBEDOURO SHOPPIN
4321,867284_3876,867284,3876,BK OLIMPIA
4322,867284_206,867284,206,BK - FILIAL NORTH
4323,867284_3499,867284,3499,BK BRASIL - GARDEN
4324,867284_224,867284,224,IBIS HOTEL BARRETOS
4325,867284_9003,867284,9003,FILIAL BK DRIVE BARR
4326,867284_6326,867284,6326,SH JABOTICABAL
4327,867284_4903,867284,4903,ROCK e RIBS
4328,585505_4925,585505,4925,DIVINO FOGAO
4329,585505_7649,585505,7649,BURGER KING
4330,585505_3399,585505,3399,IBIS HOTEL
4331,585505_7517,585505,7517,GRILETTO
4332,585505_8826,585505,8826,PEPSICO PETROLINA
4333,585505_26322,585505,26322,HABIB S
4334,1817000_34059,1817000,34059,BURGER KING
4335,585548_28876,585548,28876,FILIAL BK BASILICA A
4336,585548_27407,585548,27407,MONTANA GRILL ROSEIR
4337,585548_28206,585548,28206,MONTANA GRILL
4338,585548_26581,585548,26581,BK. FILIAL ECO VALLE
4339,585548_25803,585548,25803,BK. BURITI GUARA
4340,585548_28649,585548,28649,BURGER KING PINDA SH
4341,585548_28650,585548,28650,BURGER KING PINDA CE
4342,585548_26459,585548,26459,IBIS HOTEL
4343,585548_21163,585548,21163,AGUA DOCE CACHACARIA
4344,585548_26533,585548,26533,GRILETTO SANTUARIO
4345,585548_29450,585548,29450,10 PASTEIS LORENA
4346,495930_6081,495930,6081,BURGUER KING
4347,536946_33952,536946,33952,BURGER KING GV
4348,536946_34592,536946,34592,BOB'S GV I
4349,536946_35797,536946,35797,BURGER KING
4350,536946_36796,536946,36796,10 PASTEIS GV
4351,495352_4423,495352,4423,BURGER KING BV PATIO
4352,495352_4424,495352,4424,BURGER KING BV GARDE
4353,495352_4567,495352,4567,VIVENDA DO CAMARAO
4354,495352_5098,495352,5098,SALOME BAR PATIO
4355,495352_4734,495352,4734,SALOMÉ BAR
4356,1422006_31219,1422006,31219,COCO BAMBU
4357,1422006_4627,1422006,4627,BURG KING RIO POTY
4358,1422006_5609,1422006,5609,BURG KING
4359,1422006_87945,1422006,87945,HOTEL IBIS TERESIN
4360,1422006_5899,1422006,5899,GRILETTO RIO POTY
4361,1422006_37266,1422006,37266,GRILETTO THE SHOPPIN
4362,1422006_10477,1422006,10477,PIZZA HUT
4363,1422006_9400,1422006,9400,PIZZA HUT
4364,1422006_11610,1422006,11610,NEW MARKET TERESINA
4365,1422006_9784,1422006,9784,PECORINO TERESINA
4366,1422006_12369,1422006,12369,TAKE e GO
4367,1422006_13274,1422006,13274,PEGUIVA CERVEJAS
4368,581240_4470,581240,4470,DUBOB:S
4369,503070_8848,503070,8848,BURGER KING
4370,503070_5728,503070,5728,BURGER KING
4371,503070_7420,503070,7420,HOTEL IBIS CHAPECO
4372,503070_7078,503070,7078,MONTANA GRILL
4373,503070_22075,503070,22075,E HOTELARIA E TURISM
4374,503070_9986,503070,9986,DC TAKE AND GO
4375,588660_7401,588660,7401,BURGER KING
4376,764_25228,764,25228,VIVENDA DO CAMARAO
4377,958_2958,958,2958,VRG II
4378,230_48337,230,48337,BURGER KING - D
4379,966_27745,966,27745,BURGER KING 100
4380,758019_10215,758019,10215,BK PATIO MATOSINHOS
4381,538_43830,538,43830,CAMARADA CAMARAO P J
4382,438_3976,438,3976,CASA DO PAO DE QUEIJ
4383,230_48432,230,48432,CLUB PICANHA INDAIAT
4384,230_48435,230,48435,CLUB PICANHA INDAIAT
4385,230_48420,230,48420,CLUB PICANHA INDAIAT
4386,230_48424,230,48424,CLUB PICANHA INDAIAT
4387,231_21869,231,21869,CLUB PICANHA INDAIAT
4388,480_698,480,698,CLUB PICANHA INDAIAT
4389,619_13808,619,13808,RW7 RESTAURANTE LTDA
4390,710_12830,710,12830,GOL LINHAS AEREAS S.
4391,541_64680,541,64680,GRILETTO AMORIM
4392,204_17299,204,17299,BRESCO CAMPIN
4393,216_40436,216,40436,MERCEDES BENZ
4394,204_41016,204,41016,JOHNNY ROCKETS DIADE
4395,538_43761,538,43761,MANIA CHURRASCO PRIM
4396,1007785_6790,1007785,6790,SAATTO COM ALIMENTOS
4397,71_23193,71,23193,RAICK COM ALIMENTOS
4398,292_7189,292,7189,VEIGA E HOLANDA LTDA
4399,71_7420,71,7420,SOLUCOES DE COMOD AU
4400,619_13499,619,13499,LE FARMA 6926
4401,204_41020,204,41020,OUTBACK STEAKHOUSE -
4402,619_13397,619,13397,PECORINO BAR & TRATT
4403,944_13381,944,13381,PECORINO LIMEIRA
4404,204_40852,204,40852,PECORINO VILA LEOPOL
4405,54_26926,54,26926,SODEXO CD RS
4406,763_85441,763,85441,SODEXO DO BRASIL
4407,204_40866,204,40866,SODEXO DO BRASIL
4408,216_40410,216,40410,BEER2GO
4409,229_58216,229,58216,STUDIOPUB277
4410,204_47528,204,47528,TENDALL 4 GIOVANNI B
4411,624004_5410,624004,5410,10 PASTEIS
4412,557005_13878,557005,13878,AGUA DOCE CACHACARIA
4413,710_47356,710,47356,SWIFT GILBERTO SALOM
4414,575_21858,575,21858,AMARELINHO BAR L
4415,581_86200,581,86200,TAKE AND GO ARACAJU
4416,710_47366,710,47366,NASCENTE BEBIDAS
4417,576_42071,576,42071,TAG DISTRIB DE BEBID
4418,242_31422,242,31422,FRANQUIA HONEST BRAS
4419,231_21901,231,21901,FRANQUIA HONEST MKKT
4420,204_41243,204,41243,FRANQUIA HONEST BRAS
4421,970_33234,970,33234,FRANQUIA HONEST MARK
4422,204_41259,204,41259,ESCRITORIO MANIA DE
4423,95_28197,95,28197,GRILETTO RS REST
4424,322_4889,322,4889,BOBS VIA CAFE VARGIN
4425,204_41551,204,41551,CTM 14830
4426,538_43941,538,43941,HABIBS INTENDENTE MA
4427,242_31464,242,31464,PLK SHOP PATIO CIANE
4428,538_43944,538,43944,PARK SHOP JACAREPAGU
4429,216_40782,216,40782,MELHOR CONDO COMERCI
4430,340669_15425,340669,15425,GOLD CAFE
4431,231_21955,231,21955,INGRID REGIANI JACON
4432,926_11905,926,11905,10 PASTEIS AVENIDA B
4433,204_41562,204,41562,SPARK HAMBURGUERIA
4434,242_31499,242,31499,TATU BOLA SOROCABA
4435,204_41714,204,41714,HILTON GARDEN INN RE
4436,230_48689,230,48689,SLEEP INN PAULINIA.
4437,1320009_8421,1320009,8421,COCO BAMBU - CG
4438,495352_5876,495352,5876,DETROIT BV - GARDEN
4439,303_41144,303,41144,CASOTTI E SOUZA
4440,619_14553,619,14553,BORNNES HOME COMERCI
4441,469_2139,469,2139,BORNNES HOME COMERCI
4442,303_41132,303,41132,JPEC EVENTOS
4443,216_40699,216,40699,INOVA MARKET WG ONE
4444,303_41133,303,41133,INOVA MACHINES 360
4445,50_30441,50,30441,JOHNNY ROCKETS CORRE
4446,204_74813,204,74813,DUCATTI E LOVIZETTO
4447,956_36949,956,36949,AMORELLI MARKET
4448,438_4726,438,4726,PECORINO BAR E TRATT
4449,216_40771,216,40771,SODEXO ISMS INFOCOM
4450,619_86428,619,86428,SCHNEIDER DIST DE BE
4451,849_59035,849,59035,ALICE RAMIREZ PINHEI
4452,956_36971,956,36971,J. B. BEBIDAS LTDA
4453,710_47412,710,47412,WELBERT LUCAS SILVA
4454,88_33837,88,33837,VITOR COSTA JUNIOR 0
4455,926_11854,926,11854,CAMBORIU COM DE BEBI
4456,581_86248,581,86248,ALINE LEITE PEREIRA
4457,71_82633,71,82633,SUPERMERCADO DA PAZ
4458,849_92746,849,92746,SAFE 247
4459,242_30505,242,30505,SUPER ARMAZEM COM
4460,970_32366,970,32366,HONEST MARKET BR
4461,970_31898,970,31898,FAVO TECNOLOGIA
4462,364150_9608,364150,9608,TAKE GO
4463,607371_24814,607371,24814,UNIAO GAS
4464,662003_19487,662003,19487,TAKE GO
4465,944009_21140,944009,21140,Facile Mercato
4466,1320009_7953,1320009,7953,10 PASTEIS DAMA
4467,71_11950,71,11950,FILIAL BK FS SALVADO
4468,771_19741,771,19741,FILIAL BURGER KING F
4469,764_27436,764,27436,MANIA DE CHURRASCO P
4470,204_41987,204,41987,SAIDERA BRASIL HANGA
4471,216_40966,216,40966,SAIDERA BRASIL VILA
4472,230_48930,230,48930,MBCOOK COM ALIMENTOS
4473,966_28035,966,28035,GRILETTO - LMA ALM
4474,230_48934,230,48934,L&C COMERCIO ALIMENT
4475,54_35999,54,35999,BUTIERRES COM ALIMEN
4476,438_5336,438,5336,ZONTAS WERNER COMERC
4477,541_65405,541,65405,ANDRADE E BARROS EMP
4478,111_7009,111,7009,L. DE OLIVEIRA SANTO
4479,231_22069,231,22069,T FONTANESI TUON
4480,499_75082,499,75082,REST. DELROSA
4481,603_45576,603,45576,DRINK COMPANY
4482,36_8679,36,8679,DEPOSITO 520
4483,956_37133,956,37133,VANESSA BEBIDAS
4484,543_24696,543,24696,DON FERNANDO CARNES
4485,360384_24240,360384,24240,TAKE e GO
4486,1005588_94110,1005588,94110,TAKE AND GO
4487,348_28857,348,28857,BRAGIAO E BRAGIAO LT
4488,71_55998,71,55998,GOIA - MI
4489,204_42220,204,42220,FILIAL 27 - MOOCA
4490,538_44288,538,44288,FILIAL 26 - JACAREPA
4491,538_44446,538,44446,UCI BRASIL LTDA
4492,61_23062,61,23062,VIVENDA DO CAMARAO L
4493,323527_11720,323527,11720,DIVINO FOGAO
4494,585505_26532,585505,26532,AMANDA  TORRES
4495,710_47602,710,47602,CAMARADA CAMARAO ADM
4496,242_31621,242,31621,EU COMPRARIA
4497,71_13503,71,13503,HABIBS - GRP GENNIUS
4498,204_42310,204,42310,ESCRITORIO MANIA CHU
4499,849_59407,849,59407,REIS DA CERVEJA
4500,538_44284,538,44284,NAA UPTOWN
4501,216_41159,216,41159,HABIBS PEIREIRA BARR
4502,230_41161,230,41161,COMERCIO DE FRUTAS E
4503,230_49022,230,49022,PIRAJA DOM PEDRO
4504,323527_11773,323527,11773,BENDITA PASTELARIA
4505,348_27276,348,27276,BOBS SHAKES AV BRASI
4506,204_38721,204,38721,HABIBS CONCEICAO
4507,50_30578,50,30578,AZEVEDOS MERCADO
4508,1666002_11705,1666002,11705,BURGER KING
4509,1666002_12818,1666002,12818,BURGER KING II-SHOP
4510,1666002_12224,1666002,12224,BURGER KING INDEPEND
4511,902_19434,902,19434,HADID MICROMARKET LT
4512,713_22309,713,22309,MERCADO QUADRADO
4513,61_23212,61,23212,MERCURE RJ NOVA IGUA
4514,578_38391,578,38391,DIVINO FOGAO - PRAIA
4515,438_6332,438,6332,GRILETTO VILA VELHA
4516,1320009_8623,1320009,8623,HABIB S AFONSO PENA
4517,1001035_32839,1001035,32839,HABIBS
4518,216_41161,216,41161,AEROPORTO PIZZAS
4519,576_21000,576,21000,HABIBS             4
4520,204_42804,204,42804,PWP MINIMERCADO LTDA
4521,849_59641,849,59641,PJ BAR.B.CUE MANAUS
4522,1716000_14901,1716000,14901,SMART BEER DISTRIBUI
4523,879754_40986,879754,40986,HOTEL FASANO TRANCOS
4524,204_42991,204,42991,ROSELI E¹ALMEIDA SIL
4525,1716000_14928,1716000,14928,SWIFT ANAPOLIS
4526,724_28283,724,28283,ALO MADRUGA ICARAI.
4527,204_89190,204,89190,BULLGUER VILA NOVA
4528,301_12352,301,12352,FS SP AV JACU PESSEG
4529,867284_4684,867284,4684,CACHACARIA AGUA DOCE
4530,764_27958,764,27958,DOOG HOT DOG SERV
4531,958_14567,958,14567,DOOG HOT DOG SOL
4532,710_48025,710,48025,DOOG HOT DOG II
4533,50_30959,50,30959,DOOG HOT DOG 6200 -
4534,229_59561,229,59561,DOOG HOT DOG SMART C
4535,992_23294,992,23294,DOOG HOT DOG 3503 LT
4536,710_47773,710,47773,DUFRY DO BRASIL LT
4537,710_47774,710,47774,DUFRY DO BRASIL LTD.
4538,542644_9379,542644,9379,DUFRY SHOPPING
4539,542644_97236,542644,97236,DUFRY HUDSON
4540,230_49119,230,49119,SALA VIP AZUL
4541,619_25004,619,25004,HABIBS CURITIBA - CE
4542,216_38721,216,38721,BAR DO CHICO
4543,95_30041,95,30041,HABIBS BETIM
4544,541_65806,541,65806,HABIBS VENDA NOVA
4545,36_9211,36,9211,HABIBS CAMPO GRANDE
4546,575_22179,575,22179,HABIBS PRESIDENTE VA
4547,575_22181,575,22181,HABIBS CENTRAL DO BR
4548,204_42974,204,42974,HABIBS CERRO CORE
4549,204_42976,204,42976,HABIBS CARDOSO DE AL
4550,204_42979,204,42979,HABIBS AFONSO BRAZ
4551,204_42981,204,42981,RAGAZZO LIBERDADE RA
4552,970_33768,970,33768,HABIBS SHOPPING CAMP
4553,230_49285,230,49285,HABIBS INDAIATUBA
4554,204_42886,204,42886,RAGAZZO SALIM FARAH
4555,771_20024,771,20024,HABIBS CAIEIRAS
4556,301_12342,301,12342,SHOPPING ARICANDUVA
4557,662003_21023,662003,21023,FRANGO ASSADO
4558,771_19888,771,19888,M3C SELF MARKET
4559,628662_11855,628662,11855,MERCADINHO DA PRAIA
4560,849_59584,849,59584,PRANDIUM REFEICOES
4561,619_24994,619,24994,DIA RESTAURANTE E GR
4562,457_4611,457,4611,EASY FOOD
4563,966_28193,966,28193,TASSIA SILVA MERC AU
4564,104000_11763,104000,11763,MICRO MARKET
4565,575_22188,575,22188,SAIDERA BRASIL MARAC
4566,546_616,546,616,SAPORE
4567,303_41535,303,41535,SAPORE - OWENS LANCH
4568,771_20143,771,20143,SODEXO ISMS INFOCOM
4569,956_37406,956,37406,11545 - Zanini Renk
4570,992_22974,992,22974,SODEXO BRASIL
4571,992_23002,992,23002,SODEXO BRASIL
4572,575_22125,575,22125,SWIFT PRACA VARNHAGE
4573,538_44689,538,44689,SWIFT BARRA MEAT POI
4574,575_22126,575,22126,SWIFT LEBLON 450
4575,538_44690,538,44690,SWIFT BARRA 2600
4576,538_44691,538,44691,SWIFT BARRA DA TIJUC
4577,926_11863,926,11863,FAKE AND BIER  DISTR
4578,926_11862,926,11862,CASALLOTTE  COMERCIO
4579,578_38494,578,38494,CERVEJARIA CONDOMINI
4580,902_20721,902,20721,LUCAS MAIA ZILIOLI 3
4581,303_41781,303,41781,LETICIA BARRAGAN 408
4582,710_47959,710,47959,KIARA GOMES MENDONCA
4583,204_43059,204,43059,DCME COMERCIO DE BEB
4584,36_8409,36,8409,TAKE E GO LUCAS MART
4585,82_55380,82,55380,ROFE COND COMERCIO B
4586,81_32118,81,32118,10 PASTEIS VOLTA RED
4587,575_22185,575,22185,IBIS RIO DE JANEIRO
4588,764_28011,764,28011,WPREMIUM LOUNGE
4589,542644_54465,542644,54465,BE HONEST
4590,204_43266,204,43266,MIZUKI
4591,578_38627,578,38627,FAST MARKETING
4592,50_30985,50,30985,VRG( Av Dep. Diomici
4593,230_49509,230,49509,BVF COM MERCADORIA
4594,303_41767,303,41767,CHECKOUT AUTOATENDIM
4595,216_41732,216,41732,SERPLAN GESTAO
4596,230_49522,230,49522,LUBARMMA COM ALIMENT
4597,764_27978,764,27978,PFS TECNOLOGIA
4598,204_43281,204,43281,SOMAIS FAST FOOD LTD
4599,303_41861,303,41861,SAPORE - OWENS LANCH
4600,710_48029,710,48029,CHRISTOFHER JUNIO 04
4601,230_49512,230,49512,KETHNI FACHINELLO 22
4602,71_23079,71,23079,GENILSON SANTIAGO 85
4603,458_67198,458,67198,JULIANA DE REZENDE 0
4604,303_41952,303,41952,GRILLETTO ALIM
4605,230_48285,230,48285,O ACOUGUE LOJA UM
4606,576_42627,576,42627,O ACOUGUE UBERLANDIA
4607,135_36584,135,36584,O ACOUGUE LOJA 1
4608,575_22339,575,22339,SAPORE S.A.
4609,764_28071,764,28071,SODEXO ISMS INFOCOM
4610,724_35428,724,35428,SODEXO-GAY LUSSAC
4611,578_38753,578,38753,MARCIA APARECIDA P B
4612,541_66171,541,66171,M&V COM VAREJISTA DE
4613,956_37467,956,37467,WILSON ROBERTO MORA
4614,764_28050,764,28050,GUILHERME FIASCHI 47
4615,499_76200,499,76200,K L COM VAREJISTA DE
4616,71_27856,71,27856,EDUARDO MAGALHAES TC
4617,710_48196,710,48196,JFH DELIVERY NEG E R
4618,455_18140,455,18140,D M F BEBIDAS
4619,956_37475,956,37475,NATURELLE SABOARIA
4620,141_25489,141,25489,SOL SALINAS IPIOCA R
4621,229_59284,229,59284,CONGET
4622,538_45636,538,45636,BRMARKETS
4623,438_7237,438,7237,ALIFE BPVI
4624,541_66311,541,66311,COCO BAMBU MINAS SHO
4625,578_38863,578,38863,DETROIT STEAKHOUSE J
4626,572_7323,572,7323,DIVINO FOGAO - DOIS
4627,764_12038,764,12038,HUDSON LAST MINUTE H
4628,764_12037,764,12037,HUDSON LAST MINUTE H
4629,50_31107,50,31107,AGILE MERCATO LTDA
4630,575_22407,575,22407,FRUGALE
4631,835_4384,835,4384,FFVC RESTAURANTES LT
4632,216_41445,216,41445,RAGAZZO WASHINGTON L
4633,112_30378,112,30378,HABIBS SANTOS DUMONT
4634,112_30383,112,30383,HABIBS
4635,944_14002,944,14002,ARENA MOGI BEACH TEN
4636,763_85810,763,85810,BERTOLACCINI & BRUNO
4637,966_28234,966,28234,MANIA DE CHURRASCO V
4638,538_45819,538,45819,MANIA DE CHURRASCO P
4639,216_42008,216,42008,FAMILIA AURICCHIO
4640,542644_55153,542644,55153,MONTANA GRILL EXPRES
4641,191_8356,191,8356,SAPORE - OWENS LANCH
4642,724_35520,724,35520,SODEXO-GAY LUSSAC
4643,764_28189,764,28189,SODEXO ISMS INFOCOM
4644,231_97689,231,97689,DETROIT STEAKHOUSE J
4645,36_4344,36,4344,SODEXO-GAY LUSSAC
4646,966_28111,966,28111,ELIVINI COMERCIAL EP
4647,204_43835,204,43835,TAM AVIACAO
4648,538_46163,538,46163,SWIFT GLAUCIO GIL
4649,575_22440,575,22440,SWIFT LARGO DO MACHA
4650,88_34169,88,34169,CLUB PICANHA INDAIAT
4651,536962_44484,536962,44484,HOTEL RAMADA
4652,541_97415,541,97415,RAMADA ENCORE LUXEMB
4653,541_97948,541,97948,RAMADA ENCORE
4654,538_97809,538,97809,RAMADA
4655,538_98765,538,98765,RAMADA ENCORE RIBALT
4656,546_90389,546,90389,RAMADA HOTEL e SUITE
4657,204_3654,204,3654,VERT HOTEIS
4658,230_98220,230,98220,RAMADA AIRPORT
4659,295370_29805,295370,29805,BURGUER KING CAPIM D
4660,229_56117,229,56117,ONII BELEM
4661,1001035_33269,1001035,33269,SMALL BOX
4662,216_42212,216,42212,HOME MARKET COMERCIO
4663,619_16484,619,16484,ALPHAVILLE GASTRONOM
4664,619_46746,619,46746,MELLO & MELLO-MERCAD
4665,204_43991,204,43991,BARANAUE SABORES
4666,438_7389,438,7389,CAPIXABA MICROMARKET
4667,54_36930,54,36930,COCO BAMBU CANOAS
4668,713_32763,713,32763,BUTIERRES COM ALIMEN
4669,575_22129,575,22129,IC3 COMERCIO E VAREJ
4670,619_45994,619,45994,10 PASTEIS MULLER
4671,231_13602,231,13602,CHOPP TIME BRAGANCA
